num_joins,num_where,has_order_by,has_group_by,query_length,rows_examined,hour_of_day,day_of_week,num_subqueries,num_predicates,num_aggregates,is_peak_hour,is_slow,has_index_used
0,1,0,0,50,4193,14,5,0,0,0,1,0,0
1,1,0,0,182,245,14,5,0,0,0,1,1,0
1,1,1,0,209,480,14,5,0,3,0,1,0,1
0,1,0,0,233,47889,14,5,0,3,0,1,1,0
0,1,0,0,149,256,14,5,0,0,0,1,0,1
0,1,0,0,175,63055,14,5,0,3,0,1,1,0
0,1,0,0,169,30194,14,5,0,3,0,1,1,0
0,1,0,0,50,459,14,5,0,1,0,1,0,1
0,1,0,0,70,425,14,5,0,1,0,1,0,0
0,1,0,0,2000,42767,14,5,0,0,0,1,1,0
0,1,0,0,134,424,14,5,0,0,0,1,0,1
0,1,0,0,62,328,14,5,0,0,0,1,0,1
1,1,0,0,211,184,14,5,0,2,0,1,0,1
1,1,0,0,221,254,14,5,0,1,0,1,0,1
0,1,0,0,612,115,14,5,0,0,0,1,0,1
0,1,0,0,629,403,14,5,0,0,0,1,0,1
0,1,0,0,192,781,14,5,0,3,0,1,1,0
0,1,0,0,67,477,14,5,0,1,0,1,0,1
1,1,0,0,242,56891,14,5,0,1,0,1,1,0
1,1,0,0,190,13,14,5,0,1,0,1,0,1
1,1,0,0,231,2259,14,5,0,2,0,1,0,0
0,1,0,0,602,377,14,5,0,0,0,1,0,1
0,1,0,0,251,57425,14,5,0,3,0,1,1,0
0,1,0,0,93,3389,14,5,0,0,0,1,0,1
0,1,0,0,50,214,14,5,0,1,0,1,0,1
0,1,0,0,98,92,14,5,0,0,0,1,0,0
3,1,1,1,772,12382,1,5,0,1,6,0,1,0
0,2,1,0,290,95154,2,5,1,4,0,0,1,0
1,1,0,0,179,498,14,5,0,2,0,1,0,1
0,2,0,0,180,87123,14,5,0,0,0,1,1,0
0,1,0,0,143,233,14,5,0,0,0,1,0,1
0,1,0,0,2000,409,14,5,0,0,0,1,1,1
0,1,0,0,140,482,14,5,0,0,0,1,0,1
0,2,0,0,220,497,14,5,0,0,0,1,1,1
0,1,0,0,666,179,14,5,0,0,0,1,0,0
0,2,0,0,193,67889,14,5,0,0,0,1,1,0
0,1,0,0,50,474,14,5,0,1,0,1,0,1
0,1,0,0,79,53,13,5,0,0,0,1,0,1
1,1,0,0,244,1842,14,5,0,2,0,1,0,0
0,1,0,0,1671,74907,14,5,0,0,0,1,1,1
0,1,0,0,1529,75608,14,5,0,0,0,1,1,0
0,1,0,0,168,71234,14,5,0,3,0,1,1,1
0,1,0,0,96,20184,16,4,1,0,0,1,1,1
0,1,0,0,135,7902,14,5,0,5,0,1,1,0
0,1,0,0,228,417,14,5,0,3,0,1,1,1
0,1,0,0,50,304,14,5,0,0,0,1,0,1
0,1,0,0,52,474,14,5,0,0,0,1,0,1
1,1,0,0,276,21647,14,5,0,1,0,1,1,0
0,1,0,0,127,29,14,5,0,0,0,1,0,1
0,1,0,0,139,210,14,5,0,5,0,1,1,1
0,2,0,0,264,50374,14,5,0,0,0,1,1,0
0,1,0,0,1258,30140,14,5,0,0,0,1,1,0
0,1,0,0,151,4580,14,5,0,0,0,1,0,0
1,1,1,0,283,386,14,5,0,3,0,1,0,1
0,1,0,0,159,791,14,5,0,5,0,1,1,1
0,1,0,0,50,11,14,5,0,1,0,1,0,1
0,1,0,0,151,62717,14,5,0,5,0,1,1,0
0,2,0,0,231,52730,14,5,0,0,0,1,1,0
0,1,0,0,81,2136,14,5,0,0,0,1,0,1
0,1,0,0,89,110,14,5,0,0,0,1,0,1
1,1,0,0,257,96757,14,5,0,1,0,1,1,0
1,1,0,0,205,414,14,5,0,2,0,1,0,1
0,1,0,0,1961,222,14,5,0,0,0,1,1,1
0,1,0,0,106,420,14,5,0,0,0,1,0,1
0,1,0,0,2000,35546,14,5,0,0,0,1,1,0
0,1,0,0,167,359,14,5,0,3,0,1,1,1
0,1,0,0,55,410,14,5,0,0,0,1,0,1
0,1,0,0,151,18004,14,5,0,5,0,1,1,0
0,1,0,0,146,4009,14,5,0,0,0,1,0,0
0,2,0,0,227,581,14,5,0,0,0,1,1,1
1,1,0,0,266,494,14,5,0,2,0,1,0,0
0,1,0,0,53,371,14,5,0,0,0,1,0,1
0,1,0,0,74,407,14,5,0,0,0,1,0,1
0,1,0,0,57,111,14,5,0,0,0,1,0,1
1,1,0,0,212,168,14,5,0,1,0,1,0,1
1,1,0,0,259,50073,14,5,0,1,0,1,1,1
1,1,0,0,236,103,14,5,0,2,0,1,0,1
0,1,0,0,2000,19,14,5,0,0,0,1,1,1
0,1,0,0,50,447,14,5,0,0,0,1,0,1
0,1,0,0,164,422,14,5,0,5,0,1,1,0
0,1,0,0,60,10,14,5,0,0,0,1,0,1
0,1,0,0,211,59557,14,5,0,5,0,1,1,0
0,1,0,0,54,1049,14,5,0,0,0,1,0,0
0,1,0,0,209,54206,14,5,0,5,0,1,1,1
0,1,0,0,182,13505,14,5,0,3,0,1,1,0
0,1,0,0,173,120,14,5,0,5,0,1,1,1
1,1,1,0,204,346,14,5,0,3,0,1,0,1
0,1,0,0,50,328,14,5,0,1,0,1,0,1
0,1,0,0,50,271,14,5,0,0,0,1,0,1
0,1,0,0,54,13,14,5,0,0,0,1,0,1
0,1,0,0,125,174,14,5,0,0,0,1,0,1
0,1,0,0,797,57618,14,5,0,0,0,1,1,0
1,1,0,0,245,157,14,5,0,2,0,1,0,1
0,1,0,0,50,109,14,5,0,0,0,1,0,1
0,1,0,0,50,151,14,5,0,1,0,1,0,1
1,1,0,0,236,233,14,5,0,2,0,1,0,1
1,1,0,0,202,88350,14,5,0,1,0,1,1,0
0,1,0,0,219,172,14,5,0,5,0,1,1,1
0,1,0,0,225,38031,14,5,0,5,0,1,1,0
0,1,0,0,251,44787,14,5,0,3,0,1,1,0
0,1,0,0,1896,15577,14,5,0,0,0,1,1,0
0,1,0,0,234,63625,14,5,0,3,0,1,1,0
0,2,0,0,206,33,14,5,0,0,0,1,1,1
1,1,0,0,271,140,14,5,0,1,0,1,0,1
0,2,0,0,193,917,14,5,0,0,0,1,1,1
0,1,0,0,50,480,14,5,0,1,0,1,0,1
1,1,0,0,193,118,14,5,0,2,0,1,0,1
0,1,0,0,249,9043,14,5,0,3,0,1,1,0
0,1,0,0,598,2505,14,5,0,0,0,1,0,0
0,2,0,0,185,70,14,5,0,0,0,1,1,1
1,1,0,0,223,35130,14,5,0,1,0,1,1,0
0,1,0,0,50,381,14,5,0,0,0,1,0,0
1,1,0,0,195,8,14,5,0,2,0,1,0,1
0,1,0,0,203,93950,14,5,0,3,0,1,1,0
0,1,0,0,223,60846,14,5,0,3,0,1,1,0
1,1,0,0,233,176,14,5,0,1,0,1,0,1
0,1,0,0,2000,52392,14,5,0,0,0,1,1,1
0,1,0,0,62,409,14,5,0,0,0,1,0,1
0,1,0,0,174,55673,14,5,0,5,0,1,1,0
1,1,0,0,214,7744,14,5,0,1,0,1,1,0
0,1,0,0,80,48,14,5,0,1,0,1,0,1
0,1,0,0,96,2683,14,5,0,1,1,1,0,0
0,1,0,0,50,297,14,5,0,1,1,1,0,1
0,1,0,0,2000,51390,14,5,0,0,0,1,1,1
1,1,0,0,188,40260,14,5,0,1,0,1,1,0
0,1,0,0,50,3065,14,5,0,1,1,1,0,0
0,2,0,0,225,54760,14,5,0,0,0,1,1,0
0,1,0,0,50,1258,14,5,0,1,1,1,0,0
0,1,0,0,243,4470,14,5,0,3,0,1,1,0
0,0,0,0,223,32643,1,5,0,0,0,0,1,0
1,1,0,0,224,94347,14,5,0,1,0,1,1,0
0,1,0,0,78,823,14,5,0,0,0,1,0,1
0,1,0,0,117,428,14,5,0,0,0,1,0,1
0,1,0,0,154,5201,14,5,0,3,0,1,1,0
0,1,0,0,154,71887,14,5,0,5,0,1,1,0
0,1,0,0,1153,81863,14,5,0,0,0,1,1,0
1,1,0,0,178,369,14,5,0,2,0,1,0,1
0,1,0,0,53,332,12,5,0,0,0,1,0,1
0,2,0,0,222,28340,14,5,0,0,0,1,1,0
2,0,0,0,140,94716,1,5,0,0,0,0,1,0
0,1,0,0,80,148,14,5,0,0,0,1,0,0
0,1,0,0,181,544,14,5,0,3,0,1,1,1
1,1,0,0,258,14488,14,5,0,1,0,1,1,0
0,1,0,0,82,156,14,5,0,0,0,1,0,1
1,1,0,0,242,2425,14,5,0,2,0,1,0,0
0,1,0,0,669,91,14,5,0,0,0,1,0,0
1,1,0,0,221,610,14,5,0,2,0,1,0,1
1,1,0,0,220,96910,14,5,0,1,0,1,1,1
0,1,0,0,126,151,14,5,0,0,0,1,0,1
0,1,0,0,230,6413,14,5,0,3,0,1,1,0
0,2,0,0,176,41200,14,5,0,0,0,1,1,0
0,1,0,0,204,61179,14,5,0,3,0,1,1,0
1,1,0,0,189,23355,14,5,0,1,0,1,1,0
1,1,1,0,278,2323,14,5,0,3,0,1,0,0
0,1,0,0,634,460,14,5,0,0,0,1,0,1
1,1,1,0,210,375,14,5,0,3,0,1,0,1
1,1,0,0,183,14831,14,5,0,1,0,1,1,0
1,1,1,0,258,169,14,5,0,3,0,1,0,1
0,1,0,0,50,83,14,5,0,1,1,1,0,1
0,1,0,0,236,773,14,5,0,3,0,1,1,1
0,1,0,0,135,358,14,5,0,0,0,1,0,0
0,2,0,0,174,90357,14,5,0,0,0,1,1,0
0,1,0,0,127,783,14,5,0,5,0,1,1,1
1,1,0,0,199,326,14,5,0,1,0,1,0,1
0,2,0,0,238,967,14,5,0,0,0,1,1,1
1,1,0,0,209,4121,14,5,0,2,0,1,0,0
0,1,0,0,202,620,14,5,0,5,0,1,1,1
0,2,0,0,179,77962,14,5,0,0,0,1,1,0
0,1,0,0,76,424,14,5,0,0,0,1,0,1
1,1,1,1,199,65310,2,5,0,0,1,0,1,0
1,1,0,0,232,47,14,5,0,2,0,1,0,1
0,1,0,0,636,334,14,5,0,0,0,1,0,1
0,1,0,0,98,1638,14,5,0,0,0,1,0,1
1,1,1,0,227,216,14,5,0,3,0,1,0,1
1,1,0,0,203,534,14,5,0,1,0,1,1,1
0,1,0,0,50,482,14,5,0,0,0,1,0,1
0,1,0,0,1051,37396,14,5,0,0,0,1,1,1
0,1,0,0,80,2220,14,5,0,0,0,1,0,0
1,1,0,0,177,76,14,5,0,2,0,1,0,1
0,1,0,0,50,42,14,5,0,1,0,1,0,1
1,1,0,0,244,263,14,5,0,2,0,1,0,1
1,1,0,0,259,63356,14,5,0,1,0,1,1,0
0,1,0,0,817,51920,14,5,0,0,0,1,1,0
0,1,0,0,62,468,14,5,0,0,0,1,0,1
0,2,0,0,249,657,14,5,0,0,0,1,1,1
0,1,0,0,150,1223,14,5,0,0,0,1,0,0
1,1,0,0,238,13,14,5,0,1,0,1,1,1
0,1,0,0,2000,39120,14,5,0,0,0,1,1,0
0,1,0,0,50,2912,14,5,0,0,0,1,0,0
0,1,0,0,166,305,14,5,0,3,0,1,1,1
0,1,0,0,160,828,14,5,0,3,0,1,1,1
1,1,0,0,206,62,14,5,0,2,0,1,0,1
1,1,0,0,229,244,14,5,0,1,0,1,0,1
0,1,0,0,51,119,14,5,0,1,0,1,0,1
0,1,0,0,50,318,14,5,0,1,0,1,0,1
0,1,0,0,85,261,14,5,0,0,0,1,0,1
1,1,1,0,201,329,14,5,0,3,0,1,0,1
0,1,0,0,55,249,14,5,0,0,0,1,0,1
0,1,0,0,2000,547,14,5,0,0,0,1,1,1
0,1,0,0,1800,94621,14,5,0,0,0,1,1,1
1,1,0,0,226,48786,14,5,0,1,0,1,1,0
0,1,0,0,1078,270,14,5,0,0,0,1,1,1
0,1,0,0,136,496,14,5,0,0,0,1,0,1
0,2,0,0,237,772,14,5,0,0,0,1,1,1
0,1,0,0,131,52,14,5,0,5,0,1,1,1
1,1,1,0,276,51,14,5,0,3,0,1,0,1
0,1,0,0,644,488,14,5,0,0,0,1,0,1
0,1,0,0,50,276,14,5,0,1,0,1,0,1
1,1,0,0,217,141,14,5,0,2,0,1,0,1
0,1,0,0,203,493,14,5,0,3,0,1,1,1
0,1,0,0,2000,18925,14,5,0,0,0,1,1,0
1,1,0,0,249,371,14,5,0,2,0,1,0,1
0,1,0,0,58,250,14,5,0,0,0,1,0,1
2,1,1,1,1098,47006,1,5,0,1,13,0,1,0
0,1,0,0,221,559,14,5,0,3,0,1,1,1
0,1,0,0,59,492,14,5,0,0,0,1,0,0
0,1,0,0,50,313,14,5,0,1,0,1,0,1
0,1,0,0,145,1266,14,5,0,0,0,1,0,0
0,2,0,0,216,462,14,5,0,0,0,1,1,0
0,1,0,0,175,522,14,5,0,3,0,1,1,1
0,1,0,0,187,68627,14,5,0,3,0,1,1,0
1,1,1,0,235,3881,14,5,0,3,0,1,0,0
0,2,0,0,260,11842,14,5,0,0,0,1,1,0
0,1,0,0,176,76459,14,5,0,3,0,1,1,0
0,1,0,0,178,80363,14,5,0,5,0,1,1,0
1,1,0,0,213,25126,14,5,0,1,0,1,1,0
0,1,0,0,237,769,14,5,0,3,0,1,1,1
0,1,0,0,201,854,14,5,0,3,0,1,1,1
0,1,0,0,59,224,14,5,0,0,0,1,0,1
0,1,0,0,50,152,14,5,0,0,0,1,0,1
0,1,0,0,195,74819,14,5,0,3,0,1,1,0
0,1,0,0,618,55,14,5,0,0,0,1,0,1
1,1,0,0,178,338,14,5,0,2,0,1,0,1
0,1,0,0,50,2660,14,5,0,0,0,1,0,0
0,0,0,0,312,71390,1,5,0,0,0,0,1,0
0,2,0,0,237,791,14,5,0,0,0,1,1,1
0,1,0,0,624,8,14,5,0,0,0,1,0,1
1,1,1,0,222,240,14,5,0,3,0,1,0,1
1,1,0,0,252,494,14,5,0,2,0,1,0,1
1,1,0,0,207,721,14,5,0,1,0,1,1,0
0,1,0,0,83,499,14,5,0,1,1,1,0,1
0,1,0,0,163,323,14,5,0,3,0,1,1,1
0,2,0,0,180,59074,14,5,0,0,0,1,1,0
0,1,0,0,228,38817,14,5,0,3,0,1,1,0
0,1,0,0,172,6557,14,5,0,3,0,1,1,0
1,1,0,0,206,5432,14,5,0,1,0,1,1,0
1,1,0,0,233,13006,14,5,0,1,0,1,1,0
0,1,0,0,78,484,12,5,0,0,0,1,0,1
0,2,0,0,171,30989,14,5,0,0,0,1,1,0
0,1,0,0,104,483,14,5,0,0,0,1,0,1
0,1,0,0,120,163,14,5,0,0,0,1,0,1
5,1,1,1,581,846,23,4,0,2,4,0,1,1
0,2,0,0,194,59043,14,5,0,0,0,1,1,0
0,2,0,0,197,38788,14,5,0,0,0,1,1,0
0,1,0,0,2000,65167,14,5,0,0,0,1,1,0
0,1,0,0,76,440,12,5,0,0,0,1,0,0
0,2,0,0,235,53166,14,5,0,0,0,1,1,0
0,1,0,0,91,462,14,5,0,0,0,1,0,1
0,1,0,0,79,132,14,5,0,1,0,1,0,1
0,1,0,0,2000,523,14,5,0,0,0,1,1,1
0,1,0,0,50,80,14,5,0,1,0,1,0,1
1,1,0,0,260,349,14,5,0,1,0,1,0,1
0,2,0,0,239,442,14,5,0,0,0,1,1,1
1,1,0,0,186,27887,14,5,0,1,0,1,1,0
0,1,0,0,2000,250,14,5,0,0,0,1,1,1
1,1,0,0,176,134,14,5,0,2,0,1,0,0
0,1,0,0,69,133,14,5,0,0,0,1,0,1
0,1,0,0,141,462,14,5,0,0,0,1,0,1
0,1,0,0,80,51,14,5,0,0,0,1,0,1
0,1,0,0,2000,23632,14,5,0,0,0,1,1,0
0,1,0,0,50,493,14,5,0,0,0,1,0,0
0,1,0,0,62,201,12,5,0,0,0,1,0,1
0,1,0,0,171,97479,14,5,0,3,0,1,1,0
0,1,0,0,176,94602,14,5,0,3,0,1,1,0
1,1,0,0,139,834,14,5,0,0,0,1,1,1
1,1,0,0,235,197,14,5,0,2,0,1,0,1
0,1,0,0,192,67513,14,5,0,5,0,1,1,0
0,1,0,0,196,87130,14,5,0,3,0,1,1,0
1,1,0,0,227,159,14,5,0,1,0,1,1,1
0,1,0,0,193,35,14,5,0,3,0,1,1,1
0,2,0,0,179,40802,14,5,0,0,0,1,1,0
0,1,0,0,1167,660,14,5,0,0,0,1,1,1
0,1,0,0,50,105,14,5,0,1,0,1,0,0
1,1,0,0,245,310,14,5,0,2,0,1,0,0
0,1,0,0,2000,35026,14,5,0,0,0,1,1,0
1,1,0,0,255,1793,14,5,0,2,0,1,0,0
0,1,0,0,958,879,14,5,0,0,0,1,1,1
0,1,0,0,50,243,12,5,0,0,0,1,0,1
0,1,0,0,606,232,14,5,0,0,0,1,0,1
0,1,0,0,50,460,14,5,0,1,0,1,0,1
0,2,0,0,203,197,14,5,0,0,0,1,1,1
0,1,0,0,84,13,14,5,0,1,0,1,0,1
0,1,0,0,91,2867,14,5,0,0,0,1,0,0
0,1,0,0,50,384,14,5,0,1,1,1,0,1
0,1,0,0,152,449,14,5,0,3,0,1,1,1
0,1,0,0,2000,84217,14,5,0,0,0,1,1,1
0,1,0,0,625,76706,14,5,0,0,0,1,1,1
0,1,0,0,74,224,14,5,0,1,1,1,0,1
1,1,0,0,215,210,14,5,0,2,0,1,0,1
0,1,0,0,94,4517,14,5,0,0,0,1,0,0
1,1,0,0,189,73933,14,5,0,1,0,1,1,0
1,1,0,0,196,4770,14,5,0,2,0,1,0,0
0,1,0,0,50,200,14,5,0,0,0,1,0,0
0,1,0,0,98,2458,14,5,0,0,0,1,0,1
0,1,0,0,86,164,14,5,0,0,0,1,0,1
0,1,0,0,50,48,12,5,0,0,0,1,0,1
1,1,0,0,233,495,14,5,0,2,0,1,0,1
0,1,0,0,146,395,14,5,0,0,0,1,0,1
0,2,0,0,186,377,14,5,0,0,0,1,1,0
1,1,0,0,191,31083,14,5,0,1,0,1,1,0
0,1,0,0,1559,245,14,5,0,0,0,1,1,1
1,1,0,0,233,392,14,5,0,1,0,1,1,1
0,1,0,0,2000,2732,14,5,0,0,0,1,1,0
0,1,0,0,648,132,14,5,0,0,0,1,0,1
1,1,0,0,168,69,14,5,0,2,0,1,0,1
0,1,0,0,62,371,14,5,0,0,0,1,0,0
1,1,0,0,260,3942,14,5,0,1,0,1,1,0
0,1,0,0,204,203,14,5,0,5,0,1,1,1
1,1,0,0,268,43,14,5,0,1,0,1,1,1
0,1,0,0,242,60853,14,5,0,3,0,1,1,0
0,1,0,0,2000,98084,14,5,0,0,0,1,1,0
0,2,0,0,220,10429,14,5,0,0,0,1,1,0
0,1,0,0,50,118,14,5,0,1,0,1,0,1
0,2,0,0,267,96277,14,5,0,0,0,1,1,1
0,1,0,0,188,314,14,5,0,3,0,1,1,1
1,1,0,0,204,38268,14,5,0,1,0,1,1,0
1,1,0,0,230,58676,14,5,0,1,0,1,1,0
0,1,0,0,84,138,14,5,0,1,0,1,0,1
2,1,0,0,316,4721,16,4,0,0,0,1,0,0
1,1,0,0,229,242,14,5,0,2,0,1,0,1
1,1,0,0,183,180,14,5,0,2,0,1,0,1
0,1,0,0,1009,407,14,5,0,0,0,1,1,1
1,1,0,0,195,894,14,5,0,1,0,1,1,1
1,1,0,0,217,485,14,5,0,2,0,1,0,1
0,2,0,0,197,23517,14,5,0,0,0,1,1,0
0,1,0,0,2000,64727,14,5,0,0,0,1,1,0
0,1,0,0,1487,830,14,5,0,0,0,1,1,1
0,1,0,0,647,1494,14,5,0,0,0,1,0,0
0,1,0,0,233,205,14,5,0,3,0,1,1,1
0,2,0,0,223,240,14,5,0,0,0,1,1,0
0,1,0,0,677,182,14,5,0,0,0,1,0,1
0,1,0,0,165,40,14,5,0,5,0,1,1,1
0,2,0,0,267,587,14,5,0,0,0,1,1,1
1,1,0,0,236,2351,14,5,0,2,0,1,0,0
0,1,0,0,91,3476,14,5,0,1,0,1,0,0
0,1,0,0,85,457,14,5,0,0,0,1,0,1
0,1,0,0,50,334,12,5,0,0,0,1,0,1
1,1,0,0,210,49,14,5,0,2,0,1,0,1
0,1,0,0,141,180,14,5,0,0,0,1,0,1
0,1,0,0,191,96485,14,5,0,3,0,1,1,0
0,1,0,0,674,124,14,5,0,0,0,1,0,1
0,1,0,0,662,230,14,5,0,0,0,1,0,1
0,1,0,0,192,986,14,5,0,3,0,1,1,1
0,1,0,0,91,310,14,5,0,0,0,1,0,1
0,1,0,0,2000,713,14,5,0,0,0,1,1,1
0,1,0,0,78,4371,14,5,0,0,0,1,0,0
0,1,0,0,100,347,14,5,0,0,0,1,0,0
1,1,0,0,225,2,14,5,0,2,0,1,0,1
0,1,0,0,53,375,14,5,0,0,0,1,0,0
0,1,0,0,207,29899,14,5,0,3,0,1,1,0
0,1,0,0,127,362,14,5,0,5,0,1,1,1
1,1,0,0,259,399,14,5,0,2,0,1,0,0
0,1,0,0,50,172,14,5,0,1,1,1,0,0
0,1,0,0,2000,897,14,5,0,0,0,1,1,1
1,1,0,0,218,80,14,5,0,1,0,1,0,1
0,1,0,0,669,419,14,5,0,0,0,1,0,1
0,1,0,0,50,274,14,5,0,0,0,1,0,1
0,1,0,0,175,16068,14,5,0,3,0,1,1,0
0,1,0,0,88,387,14,5,0,0,0,1,0,0
1,1,0,0,191,66701,14,5,0,1,0,1,1,0
0,2,0,0,179,94,14,5,0,0,0,1,1,1
1,1,1,0,244,314,14,5,0,3,0,1,0,1
0,1,0,0,158,79408,14,5,0,5,0,1,1,0
0,2,0,0,216,87752,14,5,0,0,0,1,1,0
0,1,0,0,133,344,14,5,0,0,0,1,0,1
0,1,0,0,50,218,14,5,0,0,0,1,0,1
0,1,0,0,50,139,14,5,0,1,1,1,0,1
1,1,0,0,206,96742,14,5,0,1,0,1,1,0
1,1,0,0,200,62,14,5,0,2,0,1,0,1
0,1,0,0,2000,30269,14,5,0,0,0,1,1,0
0,1,0,0,52,439,14,5,0,1,0,1,0,1
0,2,0,0,259,95800,14,5,0,0,0,1,1,1
0,1,0,0,50,26,14,5,0,0,0,1,0,1
0,1,0,0,68,195,14,5,0,0,0,1,0,1
0,2,0,0,258,539,14,5,0,0,0,1,1,1
1,1,0,0,193,143,14,5,0,1,0,1,1,1
2,1,1,1,321,13219,16,4,0,0,3,1,1,1
0,1,0,0,173,380,14,5,0,3,0,1,0,1
0,1,0,0,659,151,14,5,0,0,0,1,0,0
0,1,0,0,50,3723,14,5,0,1,0,1,0,0
1,1,0,0,198,464,14,5,0,2,0,1,0,1
1,1,0,0,238,58,14,5,0,1,0,1,1,1
0,1,0,0,71,251,14,5,0,0,0,1,0,1
1,1,0,0,202,85694,14,5,0,1,0,1,1,0
0,2,0,0,215,60043,14,5,0,0,0,1,1,1
1,1,0,0,279,26989,14,5,0,1,0,1,1,1
0,1,0,0,136,4510,14,5,0,0,0,1,0,0
0,2,0,0,182,66263,14,5,0,0,0,1,1,1
0,1,0,0,202,43406,14,5,0,5,0,1,1,0
0,1,0,0,57,247,14,5,0,0,0,1,0,1
0,2,0,0,196,94594,14,5,0,0,0,1,1,0
1,1,0,0,271,640,14,5,0,1,0,1,1,1
0,1,0,0,50,153,14,5,0,0,0,1,0,1
0,1,0,0,61,209,14,5,0,1,1,1,0,1
0,1,0,0,2000,90668,14,5,0,0,0,1,1,0
1,1,0,0,246,4794,14,5,0,1,0,1,0,0
0,2,0,0,224,17830,14,5,0,0,0,1,1,0
1,1,0,0,264,21,14,5,0,1,0,1,0,1
0,1,0,0,1168,29050,14,5,0,0,0,1,1,0
1,1,0,0,250,69,14,5,0,1,0,1,0,1
0,2,0,0,215,33864,14,5,0,0,0,1,1,0
1,1,0,0,246,44677,14,5,0,1,0,1,1,0
0,1,0,0,57,18,14,5,0,0,0,1,0,1
0,1,0,0,2000,20641,14,5,0,0,0,1,1,0
0,1,0,0,154,853,14,5,0,5,0,1,1,1
0,1,0,0,169,508,14,5,0,3,0,1,1,1
0,1,0,0,50,100,15,4,0,0,0,1,0,1
1,1,0,0,184,512,14,5,0,1,0,1,1,1
0,1,0,0,616,161,14,5,0,0,0,1,0,1
0,1,0,0,77,138,14,5,0,1,0,1,0,1
1,1,0,0,175,375,14,5,0,2,0,1,0,0
1,1,0,0,210,87,14,5,0,1,0,1,0,1
0,0,0,0,355,798,1,5,0,3,0,0,1,1
1,1,0,0,259,428,14,5,0,2,0,1,0,0
0,1,0,0,1375,96911,14,5,0,0,0,1,1,0
0,2,0,0,220,14555,14,5,0,0,0,1,1,0
1,1,0,0,255,1722,14,5,0,2,0,1,0,0
0,1,0,0,1535,87646,14,5,0,0,0,1,1,0
1,1,0,0,278,1976,14,5,0,1,0,1,0,0
1,1,0,0,253,24235,14,5,0,1,0,1,1,1
0,2,0,0,172,29959,14,5,0,0,0,1,1,1
0,1,0,0,246,41957,14,5,0,3,0,1,1,0
0,1,0,0,71,36,14,5,0,0,0,1,0,1
0,1,0,0,50,406,14,5,0,1,0,1,0,1
1,1,0,0,274,62601,14,5,0,1,0,1,1,0
1,1,0,0,253,1440,14,5,0,1,0,1,0,0
1,1,0,0,212,423,14,5,0,2,0,1,0,1
0,2,0,0,248,65414,14,5,0,0,0,1,1,0
1,1,0,0,247,170,14,5,0,1,0,1,0,1
0,1,0,0,87,259,13,5,0,0,0,1,0,1
0,1,0,0,57,3751,14,5,0,1,0,1,0,0
1,1,0,0,188,337,14,5,0,2,0,1,0,1
0,1,0,0,68,477,14,5,0,0,0,1,0,1
0,2,0,0,258,89634,14,5,0,0,0,1,1,0
1,1,1,0,258,270,14,5,0,3,0,1,0,1
1,1,0,0,195,484,14,5,0,2,0,1,0,1
1,1,0,0,233,21,14,5,0,1,0,1,1,1
0,1,0,0,81,406,14,5,0,0,0,1,0,1
0,1,0,0,148,16309,14,5,0,5,0,1,1,0
0,1,0,0,183,15105,14,5,0,3,0,1,1,0
0,1,0,0,1202,737,14,5,0,0,0,1,1,1
0,1,0,0,53,254,14,5,0,1,0,1,0,1
0,1,0,0,125,203,14,5,0,5,0,1,1,1
1,1,0,0,202,50813,14,5,0,1,0,1,1,1
0,1,0,0,188,698,14,5,0,3,0,1,1,1
1,1,0,0,235,1317,14,5,0,2,0,1,0,0
1,1,0,0,201,139,14,5,0,2,0,1,0,1
0,1,0,0,167,886,14,5,0,5,0,1,1,1
1,1,0,0,219,67,14,5,0,1,0,1,0,1
0,1,0,0,70,67,14,5,0,1,0,1,0,1
0,1,0,0,2000,61833,14,5,0,0,0,1,1,0
0,1,0,0,50,435,14,5,0,1,0,1,0,1
0,1,0,0,64,168,14,5,0,1,0,1,0,1
1,1,0,0,212,75208,14,5,0,1,0,1,1,0
0,1,0,0,97,104,14,5,0,1,1,1,0,1
0,1,0,0,223,31328,14,5,0,3,0,1,1,0
1,1,0,0,266,64756,14,5,0,1,0,1,1,0
0,1,0,0,2000,80614,14,5,0,0,0,1,1,0
1,1,0,0,219,4416,14,5,0,1,0,1,0,1
1,1,1,0,374,38430,23,4,0,4,0,0,1,0
1,1,0,0,215,461,14,5,0,2,0,1,0,1
0,1,0,0,50,2570,14,5,0,0,0,1,0,0
0,1,0,0,180,41583,14,5,0,5,0,1,1,0
1,1,0,0,231,470,14,5,0,1,0,1,1,1
0,1,0,0,130,314,14,5,0,0,0,1,0,1
0,1,0,0,212,37029,14,5,0,3,0,1,1,0
0,1,0,0,104,57,14,5,0,0,0,1,0,0
0,2,0,0,210,283,14,5,0,0,0,1,1,1
1,1,0,0,238,375,14,5,0,1,0,1,0,1
0,1,0,0,219,1405,14,5,0,5,0,1,1,0
0,1,0,0,233,55012,14,5,0,3,0,1,1,0
0,1,0,0,606,186,14,5,0,0,0,1,0,0
0,1,0,0,898,4560,14,5,0,0,0,1,1,0
0,1,0,0,68,455,12,5,0,0,0,1,0,1
0,2,0,0,226,12575,14,5,0,0,0,1,1,1
0,1,0,0,151,371,14,5,0,5,0,1,1,1
0,1,0,0,156,78395,14,5,0,5,0,1,1,0
0,1,0,0,2000,97148,14,5,0,0,0,1,1,0
